Number,Symbol,Company Name,Market Cap,Stock Price,Revenue
2957,LSE,"Leishen Energy Holding Co., Ltd.",95.34M,5.6,69.07M
2958,LSF,"Laird Superfood, Inc.",63.33M,5.95,47.03M
2959,LSH,Lakeside Holding Limited,10.20M,0.85,16.27M
2960,LSPD,Lightspeed Commerce Inc.,1.63B,12.04,1.12B
2961,LSTA,"Lisata Therapeutics, Inc.",22.36M,2.58,1.07M
2962,LSTR,"Landstar System, Inc.",4.40B,127.08,4.80B
2963,LTBR,Lightbridge Corporation,310.35M,13.77,-
2964,LTC,"LTC Properties, Inc.",1.65B,35.83,213.20M
2965,LTH,"Life Time Group Holdings, Inc.",5.94B,26.98,2.82B
2966,LTM,LATAM Airlines Group S.A.,13.02B,43.67,13.17B
2967,LTRN,Lantern Pharma Inc.,53.82M,4.99,-
2968,LTRX,"Lantronix, Inc.",116.28M,2.99,143.16M
2969,LU,Lufax Holding Ltd,2.45B,2.83,4.67B
2970,LUCD,Lucid Diagnostics Inc.,107.83M,0.997,4.17M
2971,LUCK,Lucky Strike Entertainment Corporation,1.33B,9.47,1.18B
2972,LUCY,"Innovative Eyewear, Inc.",8.97M,1.96,1.71M
2973,LUD,Luda Technology Group Limited,120.71M,5.32,44.86M
2974,LULU,lululemon athletica inc.,22.67B,189.43,10.75B
2975,LUMN,"Lumen Technologies, Inc.",3.86B,3.76,12.82B
2976,LUNG,Pulmonx Corporation,63.16M,1.55,90.55M
2977,LUNR,"Intuitive Machines, Inc.",1.75B,9.81,225.98M
2978,LUV,Southwest Airlines Co.,15.56B,29.62,27.47B
2979,LUXE,LuxExperience B.V.,1.10B,8.04,962.37M
2980,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",10.48M,3.79,302.78M
2981,LVO,"LiveOne, Inc.",68.58M,0.605,114.41M
2982,LVRO,Lavoro Limited,244.07M,2.13,1.67B
2983,LVS,Las Vegas Sands Corp.,36.13B,52.63,11.62B
2984,LVTX,LAVA Therapeutics N.V.,40.25M,1.53,4.99M
2985,LVWR,"LiveWire Group, Inc.",668.26M,3.28,23.82M
2986,LW,"Lamb Weston Holdings, Inc.",7.18B,51.55,6.45B
2987,LWAC,LightWave Acquisition Corp.,292.47M,10.07,-
2988,LWAY,"Lifeway Foods, Inc.",421.89M,27.75,188.28M
2989,LWLG,"Lightwave Logic, Inc.",258.84M,2.07,88.11K
2990,LX,LexinFintech Holdings Ltd.,1.08B,6.41,1.96B
2991,LXEH,"Lixiang Education Holding Co., Ltd.",33.73M,1.76,4.49M
2992,LXEO,"Lexeo Therapeutics, Inc.",244.61M,4.53,-
2993,LXFR,Luxfer Holdings PLC,326.28M,12.2,403.80M
2994,LXP,LXP Industrial Trust,2.38B,8.04,363.00M
2995,LXRX,"Lexicon Pharmaceuticals, Inc.",392.23M,1.08,58.43M
2996,LXU,"LSB Industries, Inc.",515.06M,7.16,538.85M
2997,LYB,LyondellBasell Industries N.V.,15.78B,49.06,38.66B
2998,LYEL,"Lyell Immunopharma, Inc.",169.72M,10.98,65.00K
2999,LYFT,"Lyft, Inc.",5.51B,13.41,6.11B
3000,LYG,Lloyds Banking Group plc,64.49B,4.4,24.21B
3001,LYRA,"Lyra Therapeutics, Inc.",10.71M,6.7,1.19M
3002,LYTS,LSI Industries Inc.,531.55M,18.34,547.32M
3003,LYV,"Live Nation Entertainment, Inc.",35.52B,153.13,23.72B
3004,LZ,"LegalZoom.com, Inc.",1.98B,10.98,705.92M
3005,LZB,La-Z-Boy Incorporated,1.49B,36.19,2.11B
3006,LZM,Lifezone Metals Limited,345.60M,4.32,140.52K
3007,LZMH,LZ Technology Holdings Limited,516.12M,3.4,112.73M
3008,M,"Macy's, Inc.",3.28B,12.08,22.80B
3009,MA,Mastercard Incorporated,519.19B,574.32,30.24B
3010,MAA,"Mid-America Apartment Communities, Inc.",16.86B,140.48,2.20B
3011,MAAS,Maase Inc.,89.41M,3.45,255.58M
3012,MAC,The Macerich Company,4.40B,16.69,1.01B
3013,MACI,Melar Acquisition Corp. I,226.38M,10.47,-
3014,MAG,MAG Silver Corp.,2.40B,23.15,-
3015,MAGN,Magnera Corporation,452.48M,12.71,2.92B
3016,MAIA,"MAIA Biotechnology, Inc.",46.07M,1.52,-
3017,MAIN,Main Street Capital Corporation,5.84B,65.63,558.29M
3018,MAMA,"Mama's Creations, Inc.",301.64M,8.03,128.75M
3019,MAMK,MaxsMaking Inc.,41.06M,2.45,21.43M
3020,MAMO,Massimo Group,128.38M,3.08,95.96M
3021,MAN,ManpowerGroup Inc.,1.87B,40.48,17.54B
3022,MANH,"Manhattan Associates, Inc.",12.44B,205.8,1.06B
3023,MANU,Manchester United plc,2.99B,17.5,832.75M
3024,MAPS,"WM Technology, Inc.",156.79M,0.932,183.68M
3025,MAR,"Marriott International, Inc.",70.56B,259.92,6.78B
3026,MARA,"MARA Holdings, Inc.",5.70B,15.38,798.41M
3027,MARPS,Marine Petroleum Trust,8.88M,4.44,1.04M
3028,MAS,Masco Corporation,14.51B,69.29,7.66B
3029,MASI,Masimo Corporation,7.86B,144.79,2.15B
3030,MASK,3 E Network Technology Group Limited,11.20M,0.996,4.72M
3031,MASS,908 Devices Inc.,228.42M,6.33,65.56M
3032,MAT,"Mattel, Inc.",5.52B,17.13,5.34B
3033,MATH,Metalpha Technology Holding Limited,116.09M,2.97,44.57M
3034,MATV,"Mativ Holdings, Inc.",513.37M,9.39,1.97B
3035,MATW,Matthews International Corporation,726.05M,23.58,1.63B
3036,MATX,"Matson, Inc.",3.42B,107.44,3.46B
3037,MAX,"MediaAlpha, Inc.",743.99M,10.95,1.08B
3038,MAXN,"Maxeon Solar Technologies, Ltd.",63.36M,3.75,509.05M
3039,MAYA,Maywood Acquisition Corp.,151.52M,10.66,-
3040,MAYS,"J.W. Mays, Inc.",76.56M,37.98,22.31M
3041,MAZE,"Maze Therapeutics, Inc.",575.49M,13,167.50M
3042,MB,MasterBeef Group,255.27M,14.88,64.88M
3043,MBAV,M3-Brigade Acquisition V Corp.,378.42M,10.53,-
3044,MBBC,"Marathon Bancorp, Inc.",29.48M,10.02,6.59M
3045,MBC,"MasterBrand, Inc.",1.51B,11.91,2.78B
3046,MBCN,Middlefield Banc Corp.,225.55M,27.91,70.50M
3047,MBI,MBIA Inc.,293.66M,5.83,96.00M
3048,MBIN,Merchants Bancorp,1.41B,30.76,598.08M
3049,MBIO,"Mustang Bio, Inc.",7.27M,1.66,-
3050,MBLY,Mobileye Global Inc.,11.00B,13.6,1.92B
3051,MBOT,Microbot Medical Inc.,124.38M,3.09,-
3052,MBRX,"Moleculin Biotech, Inc.",20.37M,0.675,-
3053,MBUU,"Malibu Boats, Inc.",622.44M,31.75,759.23M
3054,MBWM,Mercantile Bank Corporation,723.55M,44.55,228.38M
3055,MBX,"MBX Biosciences, Inc.",406.44M,12.16,-
3056,MC,Moelis & Company,5.65B,70.02,1.38B
3057,MCB,Metropolitan Bank Holding Corp.,723.45M,69.42,274.31M
3058,MCBS,"MetroCity Bankshares, Inc.",700.24M,27.56,145.16M
3059,MCD,McDonald's Corporation,217.97B,305.45,26.06B
3060,MCFT,"MasterCraft Boat Holdings, Inc.",320.81M,19.32,303.24M
3061,MCHP,Microchip Technology Incorporated,33.39B,61.87,4.24B
3062,MCHX,"Marchex, Inc.",92.95M,2.13,47.95M
3063,MCK,McKesson Corporation,83.16B,668.58,377.60B
3064,MCO,Moody's Corporation,92.44B,515.29,7.31B
3065,MCRB,"Seres Therapeutics, Inc.",124.09M,14.21,-
3066,MCRI,"Monarch Casino & Resort, Inc.",1.77B,97.47,534.69M
3067,MCRP,Micropolis Holding Company,79.95M,2.36,35.41K
3068,MCS,The Marcus Corporation,457.77M,14.62,735.00M
3069,MCTR,Ctrl Group Limited,29.07M,1.9,4.45M
3070,MCVT,"Mill City Ventures III, Ltd.",490.85M,5.99,3.25M
3071,MCW,"Mister Car Wash, Inc.",1.88B,5.74,1.03B
3072,MCY,Mercury General Corporation,3.92B,70.83,5.77B
3073,MD,"Pediatrix Medical Group, Inc.",1.22B,14.33,1.94B
3074,MDAI,"Spectral AI, Inc.",62.82M,2.44,29.96M
3075,MDB,"MongoDB, Inc.",17.09B,209.18,2.10B
3076,MDBH,"MDB Capital Holdings, LLC",38.31M,3.83,3.57M
3077,MDCX,Medicus Pharma Ltd.,31.39M,1.97,-
3078,MDGL,"Madrigal Pharmaceuticals, Inc.",7.71B,345.73,515.55M
3079,MDIA,MediaCo Holding Inc.,71.93M,1.34,116.90M
3080,MDLZ,"Mondelez International, Inc.",80.00B,61.83,37.11B
3081,MDRR,"Medalist Diversified REIT, Inc.",22.23M,10.01,9.65M
3082,MDT,Medtronic plc,119.00B,92.88,33.54B
3083,MDU,"MDU Resources Group, Inc.",3.37B,16.51,1.15B
3084,MDV,"Modiv Industrial, Inc.",176.27M,15,47.01M
3085,MDWD,MediWound Ltd.,201.35M,18.8,19.21M
3086,MDXG,"MiMedx Group, Inc.",1.04B,7.02,363.77M
3087,MDXH,MDxHealth SA,131.66M,2.66,94.51M
3088,MEC,"Mayville Engineering Company, Inc.",277.95M,13.68,524.61M
3089,MED,"Medifast, Inc.",131.96M,12.85,480.45M
3090,MEDP,"Medpace Holdings, Inc.",12.20B,431.48,2.23B
3091,MEG,"Montrose Environmental Group, Inc.",922.04M,26.13,780.12M
3092,MEGL,Magic Empire Global Limited,6.94M,1.38,1.65M
3093,MEI,"Methode Electronics, Inc.",228.21M,6.48,1.05B
3094,MEIP,"MEI Pharma, Inc.",167.99M,5.19,-
3095,MELI,"MercadoLibre, Inc.",119.33B,"2,353.70",24.10B
3096,MEOH,Methanex Corporation,2.56B,33.15,3.58B
3097,MERC,Mercer International Inc.,197.27M,2.95,1.95B
3098,MESA,"Mesa Air Group, Inc.",44.64M,1.08,424.03M
3099,MESO,Mesoblast Limited,1.93B,15.03,5.67M
3100,MET,"MetLife, Inc.",50.72B,76.27,73.01B
3101,META,"Meta Platforms, Inc.","1,932.59B",769.3,178.80B
3102,METC,"Ramaco Resources, Inc.",1.49B,22.55,625.92M
3103,METCB,"Ramaco Resources, Inc.",1.39B,13.84,625.92M
3104,MFA,"MFA Financial, Inc.",955.85M,9.31,284.49M
3105,MFC,Manulife Financial Corporation,51.16B,30.09,22.92B
3106,MFG,"Mizuho Financial Group, Inc.",76.73B,6.26,26.97B
3107,MFH,Mercurity Fintech Holding Inc.,229.27M,3.595,1.01M
3108,MFI,mF International Limited,61.93M,37.39,3.36M
3109,MFIC,MidCap Financial Investment Corporation,1.17B,12.62,312.15M
3110,MFIN,Medallion Financial Corp.,231.38M,10.31,332.26M
3111,MG,"Mistras Group, Inc.",275.33M,8.73,702.45M
3112,MGA,Magna International Inc.,11.99B,42.47,41.61B
3113,MGEE,"MGE Energy, Inc.",3.04B,83,701.32M
3114,MGIC,Magic Software Enterprises Ltd.,984.93M,20.06,569.14M
3115,MGIH,Millennium Group International Holdings Limited,17.44M,1.55,28.87M
3116,MGLD,"The Marygold Companies, Inc.",35.52M,0.829,31.21M
3117,MGM,MGM Resorts International,9.30B,34.18,17.21B
3118,MGNI,"Magnite, Inc.",3.20B,22.47,685.07M
3119,MGNX,"MacroGenics, Inc.",97.16M,1.54,154.05M
3120,MGPI,"MGP Ingredients, Inc.",583.42M,27.4,609.40M
3121,MGRC,McGrath RentCorp,2.90B,117.71,941.54M
3122,MGRM,Monogram Technologies Inc.,196.71M,5.44,-
3123,MGRT,Mega Fortune Company Limited,39.19M,2.85,3.33M
3124,MGRX,"Mangoceuticals, Inc.",21.94M,1.86,511.08K
3125,MGTX,MeiraGTx Holdings plc,633.28M,7.88,34.51M
3126,MGX,"Metagenomi, Inc.",71.77M,1.92,45.26M
3127,MGY,Magnolia Oil & Gas Corporation,4.49B,23.51,1.33B
3128,MGYR,"Magyar Bancorp, Inc.",111.62M,17.25,35.53M
3129,MH,"McGraw Hill, Inc.",2.54B,13.31,2.10B
3130,MHH,"Mastech Digital, Inc.",88.23M,7.5,200.44M
3131,MHK,"Mohawk Industries, Inc.",7.49B,120.61,10.68B
3132,MHO,"M/I Homes, Inc.",3.44B,130.5,4.49B
3133,MHUA,"Meihua International Medical Technologies Co., Ltd.",13.15M,0.415,96.91M
3134,MI,NFT Limited,14.36M,2.835,740.70K
3135,MIDD,The Middleby Corporation,6.41B,119.86,3.84B
3136,MIGI,Mawson Infrastructure Group Inc.,8.31M,0.42,54.31M
3137,MIMI,Mint Incorporation Limited,248.62M,9.94,3.27M
3138,MIND,"MIND Technology, Inc.",81.13M,10.18,45.09M
3139,MIR,"Mirion Technologies, Inc.",4.52B,21.02,886.00M
3140,MIRA,"MIRA Pharmaceuticals, Inc.",25.49M,1.38,-
3141,MIRM,"Mirum Pharmaceuticals, Inc.",3.01B,59.97,429.16M
3142,MIST,Milestone Pharmaceuticals Inc.,146.81M,1.5,-
3143,MITK,"Mitek Systems, Inc.",452.68M,9.94,178.13M
3144,MITQ,"Moving iMage Technologies, Inc.",7.45M,0.75,18.61M
3145,MITT,"AG Mortgage Investment Trust, Inc.",234.82M,7.4,83.51M
3146,MJID,Majestic Ideal Holdings Limited,36.29M,1.77,12.49M
3147,MKC,"McCormick & Company, Incorporated",18.87B,70.32,6.74B
3148,MKDW,MKDWELL Tech Inc.,30.06M,0.209,3.67M
3149,MKL,Markel Group Inc.,24.17B,"1,910.42",16.45B
3150,MKSI,MKS Inc.,6.67B,99.37,3.74B
3151,MKTW,"MarketWise, Inc.",296.23M,18.4,358.12M
3152,MKTX,MarketAxess Holdings Inc.,6.99B,187.01,837.16M
3153,MKZR,"MacKenzie Realty Capital, Inc.",7.54M,4.755,23.04M
3154,MLAB,"Mesa Laboratories, Inc.",353.69M,64.44,242.35M
3155,MLAC,Mountain Lake Acquisition Corp.,317.98M,10.26,-
3156,MLCO,Melco Resorts & Entertainment Limited,3.38B,8.66,4.93B
3157,MLEC,Moolec Science SA,11.84M,2.95,7.83M
3158,MLGO,MicroAlgo Inc.,100.66M,9.2,74.19M
3159,MLI,"Mueller Industries, Inc.",9.86B,89.08,4.06B
3160,MLKN,"MillerKnoll, Inc.",1.35B,19.92,3.67B
3161,MLM,"Martin Marietta Materials, Inc.",36.83B,610.92,6.69B
3162,MLNK,"MeridianLink, Inc.",1.23B,15.88,319.97M
3163,MLP,"Maui Land & Pineapple Company, Inc.",333.44M,16.89,14.89M
3164,MLR,"Miller Industries, Inc.",455.46M,39.75,975.86M
3165,MLSS,Milestone Scientific Inc.,50.19M,0.64,8.61M
3166,MLTX,MoonLake Immunotherapeutics,3.33B,52.22,-
3167,MLYS,"Mineralys Therapeutics, Inc.",847.28M,13,-
3168,MMA,Mixed Martial Arts Group Limited,12.00M,0.92,407.41K
3169,MMC,"Marsh & McLennan Companies, Inc.",100.13B,203.67,25.80B
3170,MMI,"Marcus & Millichap, Inc.",1.13B,29.07,725.90M
3171,MMLP,Martin Midstream Partners L.P.,125.14M,3.14,715.48M
3172,MMM,3M Company,81.65B,153.3,24.60B
3173,MMS,"Maximus, Inc.",4.59B,81.45,5.43B
3174,MMSI,"Merit Medical Systems, Inc.",5.07B,85.58,1.43B
3175,MMYT,MakeMyTrip Limited,9.00B,94.54,992.66M
3176,MNDO,MIND C.T.I. Ltd,27.09M,1.33,20.68M
3177,MNDR,Mobile-health Network Solutions,3.91M,0.896,11.60M
3178,MNDY,monday.com Ltd.,12.75B,248.04,1.04B
3179,MNKD,MannKind Corporation,1.08B,3.52,301.74M
3180,MNMD,Mind Medicine (MindMed) Inc.,749.47M,9.85,-
3181,MNOV,"MediciNova, Inc.",66.21M,1.345,-
3182,MNPR,Monopar Therapeutics Inc.,211.89M,34.65,-
3183,MNR,Mach Natural Resources LP,1.71B,14.49,956.34M
3184,MNRO,"Monro, Inc.",455.08M,15.19,1.20B
3185,MNSB,"MainStreet Bancshares, Inc.",150.85M,20.24,64.60M
3186,MNSO,MINISO Group Holding Limited,6.15B,20.14,2.44B
3187,MNST,Monster Beverage Corporation,63.16B,64.69,7.66B
3188,MNTK,"Montauk Renewables, Inc.",251.70M,1.77,181.34M
3189,MNTN,"MNTN, Inc.",1.68B,21.83,259.91M
3190,MNTS,Momentus Inc.,10.30M,1.13,1.92M
3191,MNY,MoneyHero Limited,76.04M,1.76,71.65M
3192,MO,"Altria Group, Inc.",107.83B,64.19,20.26B
3193,MOB,Mobilicom Limited,26.69M,3.56,3.18M
3194,MOBX,"Mobix Labs, Inc.",51.02M,0.957,10.69M
3195,MOD,Modine Manufacturing Company,7.15B,136.2,2.60B
3196,MODD,"Modular Medical, Inc.",40.63M,0.749,-
3197,MODG,Topgolf Callaway Brands Corp.,1.58B,8.6,4.14B
3198,MODV,ModivCare Inc.,34.59M,2.41,2.75B
3199,MOFG,"MidWestOne Financial Group, Inc.",567.14M,27.46,68.31M
3200,MOG.A,Moog Inc.,6.00B,189.51,3.73B
3201,MOG.B,Moog Inc.,6.02B,203.98,3.73B
3202,MOGO,Mogo Inc.,39.57M,1.65,30.27M
3203,MOGU,MOGU Inc.,18.84M,2.305,19.46M
3204,MOH,"Molina Healthcare, Inc.",8.50B,156.9,41.70B
3205,MOLN,Molecular Partners AG,121.57M,3.63,2.53M
3206,MOMO,Hello Group Inc.,1.29B,8.05,1.45B
3207,MORN,"Morningstar, Inc.",10.92B,258.92,2.35B
3208,MOS,The Mosaic Company,10.15B,31.98,11.25B
3209,MOV,"Movado Group, Inc.",343.52M,15.45,650.77M
3210,MOVE,Movano Inc.,4.31M,0.612,1.01M
3211,MP,MP Materials Corp.,13.16B,74.32,242.12M
3212,MPAA,"Motorcar Parts of America, Inc.",219.23M,11.33,757.35M
3213,MPB,"Mid Penn Bancorp, Inc.",628.11M,27.49,191.45M
3214,MPC,Marathon Petroleum Corporation,48.90B,160.84,133.86B
3215,MPLX,MPLX LP,51.39B,50.41,11.49B
3216,MPTI,"M-tron Industries, Inc.",127.20M,43.6,50.56M
3217,MPU,Mega Matrix Inc.,227.50M,3.95,35.23M
3218,MPW,"Medical Properties Trust, Inc.",2.45B,4.08,1.40B
3219,MPWR,"Monolithic Power Systems, Inc.",38.52B,804.29,2.54B
3220,MPX,Marine Products Corporation,293.97M,8.4,224.37M
3221,MQ,"Marqeta, Inc.",2.92B,6.51,553.22M
3222,MRAM,"Everspin Technologies, Inc.",134.36M,6,51.68M
3223,MRBK,Meridian Corporation,162.54M,14.56,106.33M
3224,MRC,MRC Global Inc.,1.20B,14.13,2.95B
3225,MRCC,Monroe Capital Corporation,148.41M,6.85,56.98M
3226,MRCY,"Mercury Systems, Inc.",3.16B,52.81,887.48M
3227,MREO,Mereo BioPharma Group plc,243.27M,1.53,1.00M
3228,MRK,"Merck & Co., Inc.",201.55B,80.69,63.62B
3229,MRKR,"Marker Therapeutics, Inc.",13.46M,1.19,5.70M
3230,MRM,MEDIROM Healthcare Technologies Inc.,21.53M,2.76,52.79M
3231,MRNA,"Moderna, Inc.",10.16B,26.12,3.08B
3232,MRNO,Murano Global Investments Plc,507.61M,6.5,46.17M
3233,MRP,"Millrose Properties, Inc.",5.20B,31.34,231.70M
3234,MRSN,"Mersana Therapeutics, Inc.",31.41M,6.3,34.01M
3235,MRT,"Marti Technologies, Inc.",184.51M,2.42,18.66M
3236,MRTN,"Marten Transport, Ltd.",967.65M,11.87,920.87M
3237,MRUS,Merus N.V.,4.84B,64,56.23M
3238,MRVI,"Maravai LifeSciences Holdings, Inc.",560.25M,2.2,241.86M
3239,MRVL,"Marvell Technology, Inc.",66.68B,77.34,6.50B
3240,MRX,Marex Group plc,2.51B,35.41,2.53B
3241,MS,Morgan Stanley,228.56B,143.18,65.61B
3242,MSA,MSA Safety Incorporated,6.85B,174.18,1.83B
3243,MSAI,"MultiSensor AI Holdings, Inc.",27.38M,0.819,6.30M
3244,MSB,Mesabi Trust,386.65M,29.47,25.89M
3245,MSBI,"Midland States Bancorp, Inc.",377.81M,17.56,268.07M
3246,MSC,Studio City International Holdings Limited,980.91M,5.09,679.26M
3247,MSCI,MSCI Inc.,42.29B,546.68,2.99B
3248,MSDL,Morgan Stanley Direct Lending Fund,1.58B,17.88,-
3249,MSEX,Middlesex Water Company,955.60M,53.12,195.83M
3250,MSFT,Microsoft Corporation,"3,880.41B",522.04,281.72B
3251,MSGE,Madison Square Garden Entertainment Corp.,1.80B,38.02,974.67M
3252,MSGM,Motorsport Games Inc.,16.35M,3.22,7.42M
3253,MSGS,Madison Square Garden Sports Corp.,4.79B,199.32,1.06B
3254,MSGY,Masonglory Limited,170.70M,12,23.32M
3255,MSI,"Motorola Solutions, Inc.",75.54B,453.41,11.09B
3256,MSIF,"MSC Income Fund, Inc.",701.58M,14.88,134.11M
3257,MSM,"MSC Industrial Direct Co., Inc.",4.79B,86.1,3.74B
3258,MSN,Emerson Radio Corp.,9.25M,0.44,10.79M
3259,MSPR,"MSP Recovery, Inc.",6.86M,0.746,13.09M
3260,MSS,Maison Solutions Inc.,17.27M,0.877,111.74M
3261,MSTR,MicroStrategy Incorporated,112.04B,395.13,462.32M
3262,MSW,Ming Shing Group Holdings Limited,19.59M,1.51,31.77M
3263,MT,ArcelorMittal S.A.,25.57B,33.6,60.63B
3264,MTA,Metalla Royalty & Streaming Ltd.,396.38M,4.29,6.35M
3265,MTAL,MAC Copper Limited,997.07M,12.08,340.74M
3266,MTB,M&T Bank Corporation,29.25B,187.17,8.90B
3267,MTC,"MMTec, Inc.",21.98M,0.873,1.87M
3268,MTCH,"Match Group, Inc.",8.68B,36.09,3.45B
3269,MTD,Mettler-Toledo International Inc.,25.87B,"1,255.97",3.87B
3270,MTDR,Matador Resources Company,5.79B,46.54,3.50B
3271,MTEK,Maris-Tech Ltd.,21.16M,2.65,6.08M
3272,MTEN,Mingteng International Corporation Inc.,92.81M,13.57,10.12M
3273,MTEX,"Mannatech, Incorporated",15.91M,8.37,115.04M
3274,MTG,MGIC Investment Corporation,6.26B,27.17,1.22B
3275,MTH,Meritage Homes Corporation,5.13B,72.16,6.22B
3276,MTLS,Materialise NV,297.11M,5.01,311.85M
3277,MTN,"Vail Resorts, Inc.",5.53B,148.72,2.96B
3278,MTNB,"Matinas BioPharma Holdings, Inc.",5.75M,1.13,-
3279,MTR,Mesa Royalty Trust,10.99M,5.9,668.83K
3280,MTRN,Materion Corporation,2.21B,106.47,1.73B
3281,MTRX,Matrix Service Company,411.67M,14.89,742.41M
3282,MTSI,"MACOM Technology Solutions Holdings, Inc.",9.00B,120.94,906.80M
3283,MTSR,"Metsera, Inc.",3.19B,30.4,-
3284,MTUS,Metallus Inc.,654.30M,15.57,1.05B
3285,MTVA,MetaVia Inc.,12.14M,0.62,-
3286,MTW,"The Manitowoc Company, Inc.",370.55M,10.45,2.13B
3287,MTX,Minerals Technologies Inc.,1.82B,57.98,2.06B
3288,MTZ,"MasTec, Inc.",14.07B,181.3,13.05B
3289,MU,"Micron Technology, Inc.",133.04B,118.89,33.81B
3290,MUFG,"Mitsubishi UFJ Financial Group, Inc.",164.04B,14.56,37.71B
3291,MUR,Murphy Oil Corporation,3.32B,23.27,2.78B
3292,MURA,Mural Oncology plc,27.55M,1.59,-
3293,MUSA,Murphy USA Inc.,7.29B,377.9,17.15B
3294,MUX,McEwen Inc.,550.67M,10.2,168.17M
3295,MVBF,MVB Financial Corp.,294.86M,23.21,143.38M
3296,MVIS,"MicroVision, Inc.",274.19M,1.1,2.58M
3297,MVST,"Microvast Holdings, Inc.",935.36M,2.89,414.94M
3298,MWA,"Mueller Water Products, Inc.",4.00B,25.61,1.40B
3299,MWG,Multi Ways Holdings Limited,8.30M,0.249,31.07M
3300,MWYN,"Marwynn Holdings, Inc.",19.27M,1.13,11.56M
3301,MX,Magnachip Semiconductor Corporation,96.99M,2.7,234.24M
3302,MXC,Mexco Energy Corporation,16.98M,8.3,7.36M
3303,MXCT,"MaxCyte, Inc.",147.12M,1.38,35.75M
3304,MXL,"MaxLinear, Inc.",1.32B,15.13,378.02M
3305,MYE,"Myers Industries, Inc.",592.57M,15.84,825.28M
3306,MYFW,"First Western Financial, Inc.",200.29M,20.6,93.51M
3307,MYGN,"Myriad Genetics, Inc.",588.04M,6.32,832.90M
3308,MYND,"Mynd.ai, Inc.",30.03M,0.66,267.38M
3309,MYNZ,Mainz Biomed N.V.,4.92M,1.43,893.99K
3310,MYO,"Myomo, Inc.",65.84M,1.83,38.63M
3311,MYPS,"PLAYSTUDIOS, Inc.",131.50M,1.05,261.06M
3312,MYRG,MYR Group Inc.,2.87B,185.66,3.45B
3313,MYSZ,"My Size, Inc.",3.88M,1.24,6.75M
3314,MZTI,The Marzetti Company,4.92B,178.15,1.89B
3315,NA,Nano Labs Ltd,101.70M,4.4,5.56M
3316,NAAS,NaaS Technology Inc.,5.07M,2.17,27.53M
3317,NABL,"N-able, Inc.",1.40B,7.48,482.40M
3318,NAGE,"Niagen Bioscience, Inc.",777.62M,9.73,116.30M
3319,NAII,"Natural Alternatives International, Inc.",22.89M,3.704,125.48M
3320,NAK,Northern Dynasty Minerals Ltd.,498.92M,0.902,-
3321,NAKA,"Kindly MD, Inc.",73.07M,9.57,2.24M
3322,NAMI,Jinxin Technology Holding Company,67.01M,0.97,55.68M
3323,NAMM,Namib Minerals,156.35M,2.71,-
3324,NAMS,NewAmsterdam Pharma Company N.V.,2.84B,25.31,64.01M
3325,NAOV,"NanoVibronix, Inc.",2.07M,0.8,2.66M
3326,NAT,Nordic American Tankers Limited,607.72M,2.87,327.12M
3327,NATH,"Nathan's Famous, Inc.",397.70M,97.27,150.41M
3328,NATL,NCR Atleos Corporation,2.73B,37.11,4.27B
3329,NATR,"Nature's Sunshine Products, Inc.",273.35M,15.51,460.82M
3330,NAUT,"Nautilus Biotechnology, Inc.",92.33M,0.731,-
3331,NAVI,Navient Corporation,1.23B,12.42,584.00M
3332,NB,NioCorp Developments Ltd.,344.36M,4.74,-
3333,NBBK,"NB Bancorp, Inc.",661.71M,17.12,179.12M
3334,NBHC,National Bank Holdings Corporation,1.39B,36.54,399.53M
3335,NBIS,Nebius Group N.V.,16.42B,68.78,249.30M
3336,NBIX,"Neurocrine Biosciences, Inc.",12.40B,125.01,2.51B
3337,NBN,Northeast Bank,825.89M,96.87,204.09M
3338,NBR,Nabors Industries Ltd.,517.14M,35.48,3.03B
3339,NBTB,NBT Bancorp Inc.,1.94B,40.95,591.28M
3340,NBTX,Nanobiotix S.A.,354.99M,7.4,-7.44M
3341,NBY,"NovaBay Pharmaceuticals, Inc.",3.45M,0.593,9.78M
3342,NC,"NACCO Industries, Inc.",276.75M,37.14,265.88M
3343,NCDL,Nuveen Churchill Direct Lending Corp.,890.76M,16.25,-
3344,NCEW,New Century Logistics (BVI) Limited,16.66M,0.775,52.18M
3345,NCI,Neo-Concept International Group Holdings Limited,7.93M,1.7,30.34M
3346,NCL,Northann Corp.,15.06M,0.158,14.19M
3347,NCLH,Norwegian Cruise Line Holdings Ltd.,10.85B,24,9.56B
3348,NCMI,"National CineMedia, Inc.",414.20M,4.425,235.30M
3349,NCNA,NuCana plc,12.29M,0.0322,-
3350,NCNO,"nCino, Inc.",3.02B,26.19,556.71M
3351,NCPL,Netcapital Inc.,14.26M,3.12,812.61K
3352,NCRA,"Nocera, Inc.",23.42M,1.64,16.65M
3353,NCSM,"NCS Multistage Holdings, Inc.",83.92M,33.1,175.47M
3354,NCT,Intercont (Cayman) Limited,73.62M,2.76,26.54M
3355,NCTY,The9 Limited,106.94M,8.45,15.31M
3356,NDAQ,"Nasdaq, Inc.",55.57B,96.85,8.11B
3357,NDLS,Noodles & Company,41.81M,0.958,495.67M
3358,NDRA,ENDRA Life Sciences Inc.,3.20M,4.34,-
3359,NDSN,Nordson Corporation,11.93B,211.88,2.70B
