Number,Symbol,Company Name,Market Cap,Stock Price,Revenue
1591,EGBN,"Eagle Bancorp, Inc.",505.88M,16.66,116.79M
1592,EGG,Enigmatig Limited,148.43M,5.3,5.50M
1593,EGHA,EGH Acquisition Corp.,205.41M,10.23,-
1594,EGHT,"8x8, Inc.",263.19M,1.93,718.28M
1595,EGO,Eldorado Gold Corporation,4.59B,22.6,1.57B
1596,EGP,"EastGroup Properties, Inc.",8.58B,161.1,676.89M
1597,EGY,"VAALCO Energy, Inc.",389.32M,3.75,469.28M
1598,EH,EHang Holdings Limited,1.29B,17.89,57.95M
1599,EHAB,"Enhabit, Inc.",386.26M,7.62,1.04B
1600,EHC,Encompass Health Corporation,11.84B,117.58,5.67B
1601,EHGO,Eshallgo Inc.,18.48M,0.712,15.39M
1602,EHLD,Euroholdings Ltd.,21.12M,7.5,14.69M
1603,EHTH,"eHealth, Inc.",104.63M,3.45,547.49M
1604,EIC,Eagle Point Income Company Inc.,309.49M,12.18,51.22M
1605,EIG,"Employers Holdings, Inc.",968.68M,41.2,889.50M
1606,EIX,Edison International,20.69B,53.77,17.54B
1607,EJH,E-Home Household Service Holdings Limited,5.47M,1.49,50.11M
1608,EKSO,"Ekso Bionics Holdings, Inc.",7.81M,2.99,14.65M
1609,EL,The Estée Lauder Companies Inc.,32.63B,90.69,14.79B
1610,ELA,Envela Corporation,155.53M,5.99,198.35M
1611,ELAB,PMGC Holdings Inc.,2.59M,1.88,2.45M
1612,ELAN,Elanco Animal Health Incorporated,8.28B,16.67,4.48B
1613,ELBM,Electra Battery Materials Corporation,22.08M,1.24,-
1614,ELDN,"Eledon Pharmaceuticals, Inc.",162.58M,2.715,-
1615,ELF,"e.l.f. Beauty, Inc.",5.77B,101.77,1.34B
1616,ELLO,Ellomay Capital Ltd.,232.12M,18.06,44.41M
1617,ELMD,"Electromed, Inc.",156.32M,18.64,61.44M
1618,ELME,Elme Communities,1.45B,16.43,245.91M
1619,ELP,Companhia Paranaense de Energia - COPEL,6.55B,9.17,4.38B
1620,ELPC,Companhia Paranaense de Energia - COPEL,6.55B,8.38,4.38B
1621,ELPW,Elong Power Holding Limited,241.96M,3.82,-
1622,ELS,"Equity LifeStyle Properties, Inc.",12.20B,60.15,1.53B
1623,ELSE,"Electro-Sensors, Inc.",16.04M,4.65,9.37M
1624,ELTK,Eltek Ltd.,69.15M,10.3,47.50M
1625,ELTX,"Elicio Therapeutics, Inc.",147.04M,9.2,-
1626,ELUT,Elutia Inc.,82.64M,2.01,23.71M
1627,ELV,"Elevance Health, Inc.",66.20B,293.99,189.25B
1628,ELVA,Electrovaya Inc.,191.07M,4.62,48.02M
1629,ELVN,"Enliven Therapeutics, Inc.",1.04B,17.61,-
1630,ELWS,"Earlyworks Co., Ltd",12.45M,4.13,3.07M
1631,EM,Smart Share Global Limited,299.25M,1.18,259.54M
1632,EMA,Emera Incorporated,14.50B,48.72,6.03B
1633,EMBC,Embecta Corp.,717.67M,12.28,1.10B
1634,EMCG,Embrace Change Acquisition Corp.,63.05M,12,-
1635,EME,"EMCOR Group, Inc.",27.67B,618.22,15.64B
1636,EML,The Eastern Company,137.45M,22.54,269.05M
1637,EMN,Eastman Chemical Company,7.07B,61.62,9.29B
1638,EMPD,Empery Digital Inc.,955.74M,9.8,3.74M
1639,EMPG,Empro Group Inc.,55.49M,6.66,5.48M
1640,EMR,Emerson Electric Co.,74.71B,132.74,17.78B
1641,EMX,EMX Royalty Corporation,334.61M,3.08,29.63M
1642,ENB,Enbridge Inc.,102.60B,46.99,47.28B
1643,ENFY,Enlightify Inc.,15.80M,1.002,79.21M
1644,ENGN,enGene Holdings Inc.,188.07M,3.68,-
1645,ENGNW,enGene Holdings Inc.,188.07M,0.7,-
1646,ENGS,Energys Group Limited,39.90M,2.8,11.09M
1647,ENIC,Enel Chile S.A.,4.61B,3.29,4.05B
1648,ENLT,Enlight Renewable Energy Ltd,2.83B,23.52,428.72M
1649,ENLV,Enlivex Therapeutics Ltd.,33.87M,1.43,-
1650,ENOV,Enovis Corporation,1.63B,28.44,2.19B
1651,ENPH,"Enphase Energy, Inc.",4.24B,32.44,1.48B
1652,ENR,"Energizer Holdings, Inc.",1.96B,28.78,2.93B
1653,ENS,EnerSys,3.58B,95.6,3.66B
1654,ENSC,"Ensysce Biosciences, Inc.",5.17M,2.18,6.22M
1655,ENSG,"The Ensign Group, Inc.",9.20B,160.7,4.61B
1656,ENTA,"Enanta Pharmaceuticals, Inc.",147.93M,6.92,64.46M
1657,ENTG,"Entegris, Inc.",11.09B,73.14,3.22B
1658,ENTO,"Entero Therapeutics, Inc.",1.74M,0.365,-
1659,ENTX,Entera Bio Ltd.,82.72M,1.82,223.00K
1660,ENVA,"Enova International, Inc.",2.58B,103.1,1.36B
1661,ENVB,"Enveric Biosciences, Inc.",2.74M,1.11,-
1662,ENVX,Enovix Corporation,2.12B,10.78,26.60M
1663,EOG,"EOG Resources, Inc.",63.49B,116.28,22.80B
1664,EOLS,"Evolus, Inc.",381.64M,5.9,277.94M
1665,EONR,EON Resources Inc.,5.94M,0.286,19.64M
1666,EOSE,"Eos Energy Enterprises, Inc.",1.66B,6.37,33.80M
1667,EP,Empire Petroleum Corporation,152.62M,4.52,42.80M
1668,EPAC,Enerpac Tool Group Corp.,2.17B,40.28,608.10M
1669,EPAM,"EPAM Systems, Inc.",8.95B,158,5.07B
1670,EPC,Edgewell Personal Care Company,1.02B,22.03,2.20B
1671,EPD,Enterprise Products Partners L.P.,68.19B,31.44,54.76B
1672,EPIX,ESSA Pharma Inc.,84.69M,1.905,-
1673,EPM,Evolution Petroleum Corporation,160.95M,4.8,85.96M
1674,EPOW,"Sunrise New Energy Co., Ltd.",24.02M,0.89,65.00M
1675,EPR,EPR Properties,4.10B,53.85,701.41M
1676,EPRT,"Essential Properties Realty Trust, Inc.",6.00B,30.22,503.26M
1677,EPRX,Eupraxia Pharmaceuticals Inc.,188.00M,5.26,-
1678,EPSM,Epsium Enterprise Limited,252.23M,18.77,12.52M
1679,EPSN,Epsilon Energy Ltd.,136.07M,6.18,39.70M
1680,EPWK,EPWK Holdings Ltd.,9.59M,0.49,20.16M
1681,EQ,"Equillium, Inc.",17.69M,0.495,30.41M
1682,EQBK,"Equity Bancshares, Inc.",714.38M,37.12,227.86M
1683,EQH,"Equitable Holdings, Inc.",15.68B,51.98,13.96B
1684,EQIX,"Equinix, Inc.",75.96B,776.2,8.93B
1685,EQNR,Equinor ASA,60.32B,24.5,106.47B
1686,EQR,Equity Residential,24.87B,63.2,3.04B
1687,EQS,"Equus Total Return, Inc.",22.92M,1.687,1.33M
1688,EQT,EQT Corporation,32.01B,51.29,7.10B
1689,EQV,EQV Ventures Acquisition Corp.,463.55M,10.4,-
1690,EQX,Equinox Gold Corp.,4.89B,6.44,1.70B
1691,ERAS,"Erasca, Inc.",396.60M,1.405,-
1692,ERIC,Telefonaktiebolaget LM Ericsson (publ),25.29B,7.51,25.85B
1693,ERIE,Erie Indemnity Company,18.68B,356.19,3.97B
1694,ERII,"Energy Recovery, Inc.",754.89M,14.19,141.78M
1695,ERJ,Embraer S.A.,10.71B,58.39,7.31B
1696,ERNA,Ernexa Therapeutics Inc.,12.51M,1.69,535.00K
1697,ERO,Ero Copper Corp.,1.45B,13.95,535.97M
1698,ES,Eversource Energy,24.14B,65.04,12.99B
1699,ESAB,ESAB Corporation,6.75B,111.13,2.74B
1700,ESBA,"Empire State Realty OP, L.P.",1.99B,7.15,763.75M
1701,ESCA,"Escalade, Incorporated",162.88M,11.8,241.49M
1702,ESE,ESCO Technologies Inc.,4.99B,193.26,1.12B
1703,ESEA,Euroseas Ltd.,349.84M,49.93,222.53M
1704,ESGL,ESGL Holdings Limited,118.34M,2.83,6.10M
1705,ESHA,ESH Acquisition Corp.,44.02M,11.28,-
1706,ESI,Element Solutions Inc,5.77B,23.9,2.49B
1707,ESLA,"Estrella Immunopharma, Inc.",29.76M,0.823,-
1708,ESLT,Elbit Systems Ltd.,22.03B,449.44,7.17B
1709,ESNT,Essent Group Ltd.,6.11B,60.27,1.27B
1710,ESOA,Energy Services of America Corporation,159.49M,9.54,367.91M
1711,ESP,Espey Mfg. & Electronics Corp.,113.43M,43.03,45.97M
1712,ESPR,"Esperion Therapeutics, Inc.",374.37M,1.87,268.13M
1713,ESQ,"Esquire Financial Holdings, Inc.",749.04M,93.61,126.84M
1714,ESRT,"Empire State Realty Trust, Inc.",2.00B,7.18,763.75M
1715,ESS,"Essex Property Trust, Inc.",16.97B,254.59,1.89B
1716,ESTA,Establishment Labs Holdings Inc.,1.01B,34.83,177.42M
1717,ESTC,Elastic N.V.,7.87B,74.51,1.48B
1718,ET,Energy Transfer LP,59.30B,17.28,80.58B
1719,ETD,Ethan Allen Interiors Inc.,744.08M,29.26,614.65M
1720,ETN,Eaton Corporation plc,141.25B,362.84,25.99B
1721,ETNB,"89bio, Inc.",1.34B,9.17,-
1722,ETON,"Eton Pharmaceuticals, Inc.",459.65M,17.14,58.18M
1723,ETOR,eToro Group Ltd.,4.85B,57.93,12.89B
1724,ETR,Entergy Corporation,40.39B,90.47,12.31B
1725,ETSY,"Etsy, Inc.",6.04B,60.91,2.84B
1726,EU,enCore Energy Corp.,495.84M,2.67,46.18M
1727,EUDA,EUDA Health Holdings Limited,96.98M,2.61,4.01M
1728,EURK,Eureka Acquisition Corp,51.30M,10.63,-
1729,EVAC,EQV Ventures Acquisition Corp. II,523.20M,10.12,-
1730,EVAX,Evaxion A/S,17.88M,2.83,3.29M
1731,EVC,Entravision Communications Corporation,218.34M,2.4,396.70M
1732,EVCM,EverCommerce Inc.,1.97B,10.87,710.68M
1733,EVER,"EverQuote, Inc.",867.18M,23.75,615.25M
1734,EVEX,"Eve Holding, Inc.",1.76B,5.86,-
1735,EVGN,Evogene Ltd.,11.11M,1.21,6.77M
1736,EVGO,"EVgo, Inc.",1.06B,3.46,308.37M
1737,EVH,"Evolent Health, Inc.",1.04B,9,2.20B
1738,EVI,"EVI Industries, Inc.",295.49M,23.16,370.02M
1739,EVLV,"Evolv Technologies Holdings, Inc.",1.20B,7.29,113.69M
1740,EVO,Evotec SE,1.40B,3.92,851.94M
1741,EVOK,"Evoke Pharma, Inc.",11.00M,5.44,11.59M
1742,EVR,Evercore Inc.,11.68B,295.73,3.24B
1743,EVRG,"Evergy, Inc.",16.67B,72.42,5.88B
1744,EVTC,"EVERTEC, Inc.",2.28B,35.7,886.59M
1745,EVTL,Vertical Aerospace Ltd.,515.29M,5.33,-
1746,EVTV,"Envirotech Vehicles, Inc.",4.57M,1.78,1.65M
1747,EW,Edwards Lifesciences Corporation,46.00B,78.35,5.69B
1748,EWBC,"East West Bancorp, Inc.",13.66B,99.11,2.46B
1749,EWCZ,"European Wax Center, Inc.",230.21M,4.17,216.47M
1750,EWTX,"Edgewise Therapeutics, Inc.",1.33B,12.68,-
1751,EXAS,Exact Sciences Corporation,7.76B,40.99,2.94B
1752,EXC,Exelon Corporation,45.77B,45.32,23.77B
1753,EXE,Expand Energy Corporation,23.54B,99.14,8.86B
1754,EXEL,"Exelixis, Inc.",10.15B,37.72,2.23B
1755,EXFY,"Expensify, Inc.",157.96M,1.705,144.25M
1756,EXK,Endeavour Silver Corp.,1.57B,5.42,217.41M
1757,EXLS,"ExlService Holdings, Inc.",6.83B,42.2,1.97B
1758,EXOD,"Exodus Movement, Inc.",921.02M,31.9,123.21M
1759,EXOZ,"eXoZymes, Inc.",82.34M,9.84,-700
1760,EXP,Eagle Materials Inc.,7.31B,225.16,2.29B
1761,EXPD,"Expeditors International of Washington, Inc.",15.90B,117.12,11.27B
1762,EXPE,"Expedia Group, Inc.",24.31B,195.26,14.02B
1763,EXPI,"eXp World Holdings, Inc.",1.57B,9.96,4.59B
1764,EXPO,"Exponent, Inc.",3.59B,70.67,519.15M
1765,EXR,Extra Space Storage Inc.,30.22B,136.36,3.39B
1766,EXTR,"Extreme Networks, Inc.",2.63B,19.95,1.14B
1767,EYE,"National Vision Holdings, Inc.",1.79B,22.65,1.89B
1768,EYPT,"EyePoint Pharmaceuticals, Inc.",703.94M,10.23,51.90M
1769,EZGO,EZGO Technologies Ltd.,1.72M,0.333,20.90M
1770,EZPW,"EZCORP, Inc.",930.49M,15.28,1.23B
1771,F,Ford Motor Company,45.05B,11.32,185.25B
1772,FA,First Advantage Corporation,2.89B,16.63,1.07B
1773,FAAS,DigiAsia Corp.,17.87M,0.295,57.73M
1774,FACT,FACT II Acquisition Corp,250.86M,10.31,-
1775,FAF,First American Financial Corporation,6.38B,62.7,6.51B
1776,FAMI,"Farmmi, Inc.",2.10M,1.6,43.83M
1777,FANG,"Diamondback Energy, Inc.",41.12B,142.03,13.41B
1778,FARM,Farmer Bros. Co.,36.21M,1.68,341.54M
1779,FAST,Fastenal Company,55.08B,47.99,7.77B
1780,FAT,FAT Brands Inc.,36.31M,2.03,577.50M
1781,FATBB,FAT Brands Inc.,37.20M,2.735,577.50M
1782,FATE,"Fate Therapeutics, Inc.",105.62M,0.921,13.34M
1783,FATN,"FatPipe, Inc.",82.41M,5.96,16.47M
1784,FBGL,FBS Global Limited,8.17M,0.605,10.15M
1785,FBIN,"Fortune Brands Innovations, Inc.",6.73B,56.05,4.50B
1786,FBIO,"Fortress Biotech, Inc.",53.82M,1.82,57.78M
1787,FBIZ,"First Business Financial Services, Inc.",393.20M,47.11,150.95M
1788,FBK,FB Financial Corporation,2.54B,47.17,410.81M
1789,FBLA,"FB Bancorp, Inc.",206.21M,11.29,66.41M
1790,FBLG,"FibroBiologics, Inc.",24.40M,0.582,-
1791,FBNC,First Bancorp,2.04B,49.3,361.05M
1792,FBP,First BanCorp.,3.31B,20.64,890.99M
1793,FBRT,"Franklin BSP Realty Trust, Inc.",893.50M,10.86,207.77M
1794,FBRX,"Forte Biosciences, Inc.",124.28M,10.18,-
1795,FBYD,"Falcon's Beyond Global, Inc.",556.68M,6.79,6.94M
1796,FC,Franklin Covey Co.,238.30M,18.85,279.94M
1797,FCAP,"First Capital, Inc.",119.55M,35.63,44.67M
1798,FCBC,"First Community Bankshares, Inc.",646.15M,35.28,162.76M
1799,FCCO,First Community Corporation,191.76M,24.89,71.91M
1800,FCEL,"FuelCell Energy, Inc.",97.32M,4.27,129.42M
1801,FCF,First Commonwealth Financial Corporation,1.70B,16.21,454.63M
1802,FCFS,"FirstCash Holdings, Inc.",5.96B,134.44,3.39B
1803,FCN,"FTI Consulting, Inc.",5.31B,167.37,3.66B
1804,FCNCA,"First Citizens BancShares, Inc.",23.90B,"1,828.13",8.98B
1805,FCPT,"Four Corners Property Trust, Inc.",2.69B,25.69,279.45M
1806,FCUV,Focus Universal Inc.,15.99M,2.19,408.89K
1807,FCX,Freeport-McMoRan Inc.,60.13B,41.87,25.82B
1808,FDBC,"Fidelity D & D Bancorp, Inc.",233.47M,40.48,85.27M
1809,FDMT,"4D Molecular Therapeutics, Inc.",260.81M,5.63,23.00K
1810,FDP,Fresh Del Monte Produce Inc.,1.75B,36.5,4.31B
1811,FDS,FactSet Research Systems Inc.,14.46B,382.43,2.29B
1812,FDSB,"Fifth District Bancorp, Inc.",72.83M,13.19,12.61M
1813,FDUS,Fidus Investment Corporation,748.20M,21.37,152.31M
1814,FDX,FedEx Corporation,53.80B,228.05,87.93B
1815,FE,FirstEnergy Corp.,24.98B,43.26,13.86B
1816,FEAM,"5E Advanced Materials, Inc.",75.65M,3.77,-
1817,FEBO,Fenbo Holdings Limited,8.19M,0.74,17.11M
1818,FEDU,Four Seasons Education (Cayman) Inc.,33.29M,14.73,34.48M
1819,FEIM,"Frequency Electronics, Inc.",287.27M,29.53,69.81M
1820,FELE,"Franklin Electric Co., Inc.",4.10B,92.13,2.06B
1821,FEMY,Femasys Inc.,29.04M,0.893,1.70M
1822,FENC,Fennec Pharmaceuticals Inc.,230.06M,8.33,30.91M
1823,FENG,Phoenix New Media Limited,25.34M,2.11,97.28M
1824,FER,Ferrovial SE,37.72B,52.54,10.98B
1825,FERA,Fifth Era Acquisition Corp I,317.67M,10.5,-
1826,FERG,Ferguson Enterprises Inc.,44.08B,223.55,30.21B
1827,FET,"Forum Energy Technologies, Inc.",274.23M,22.17,801.83M
1828,FF,FutureFuel Corp.,164.26M,3.75,202.60M
1829,FFAI,Faraday Future Intelligent Electric Inc.,243.50M,2.47,853.00K
1830,FFBC,First Financial Bancorp.,2.27B,23.69,781.82M
1831,FFIC,Flushing Financial Corporation,412.08M,12.18,137.14M
1832,FFIN,"First Financial Bankshares, Inc.",4.84B,34.03,578.40M
1833,FFIV,"F5, Inc.",18.48B,321.77,3.02B
1834,FFWM,First Foundation Inc.,402.87M,4.89,104.33M
1835,FG,"F&G Annuities & Life, Inc.",4.58B,33.98,5.29B
1836,FGBI,"First Guaranty Bancshares, Inc.",122.02M,8.04,60.98M
1837,FGEN,"FibroGen, Inc.",35.20M,8.71,7.00M
1838,FGF,Fundamental Global Inc.,24.13M,18.78,20.71M
1839,FGI,FGI Industries Ltd.,7.46M,3.89,134.28M
1840,FGL,Founder Group Limited,21.91M,1.129,20.21M
1841,FGMC,FG Merger II Corp.,168.58M,9.98,-
1842,FHB,"First Hawaiian, Inc.",2.98B,23.93,805.02M
1843,FHI,"Federated Hermes, Inc.",3.79B,51.25,1.68B
1844,FHN,First Horizon Corporation,10.90B,21.41,3.08B
1845,FHTX,Foghorn Therapeutics Inc.,258.91M,4.66,24.17M
1846,FI,"Fiserv, Inc.",72.43B,133.24,21.11B
1847,FIBK,"First Interstate BancSystem, Inc.",3.07B,29.24,935.30M
1848,FICO,Fair Isaac Corporation,31.71B,"1,320.88",1.93B
1849,FIG,"Figma, Inc.",38.08B,78.11,820.98M
1850,FIGS,"FIGS, Inc.",1.02B,6.22,569.58M
1851,FIGX,FIGX Capital Acquisition Corp.,194.24M,10.02,-
1852,FIHL,Fidelis Insurance Holdings Limited,1.83B,16.79,2.56B
1853,FINV,FinVolution Group,2.33B,9.23,1.85B
1854,FINW,FinWise Bancorp,246.77M,18.32,75.33M
1855,FIP,FTAI Infrastructure Inc.,573.14M,4.98,382.52M
1856,FIS,"Fidelity National Information Services, Inc.",37.17B,71.16,10.32B
1857,FISI,"Financial Institutions, Inc.",500.83M,24.86,102.64M
1858,FITB,Fifth Third Bancorp,27.56B,41.64,7.99B
1859,FIVE,"Five Below, Inc.",7.35B,133.4,4.04B
1860,FIVN,"Five9, Inc.",1.88B,24.39,1.11B
1861,FIX,"Comfort Systems USA, Inc.",24.35B,691.76,7.68B
1862,FIZZ,National Beverage Corp.,4.35B,46.46,1.20B
1863,FKWL,Franklin Wireless Corp.,44.26M,3.756,45.28M
1864,FL,"Foot Locker, Inc.",2.34B,24.6,7.90B
1865,FLD,"Fold Holdings, Inc.",186.20M,4.01,2.05M
1866,FLEX,Flex Ltd.,18.89B,50.34,26.07B
1867,FLG,"Flagstar Financial, Inc.",4.80B,11.56,1.70B
1868,FLG.PRA,"Flagstar Financial, Inc.",4.80B,20.7,1.70B
1869,FLGC,Flora Growth Corp.,10.85M,18.77,52.37M
1870,FLGT,"Fulgent Genetics, Inc.",623.20M,20.36,303.22M
1871,FLL,"Full House Resorts, Inc.",129.87M,3.61,297.65M
1872,FLNC,"Fluence Energy, Inc.",1.67B,9.19,2.33B
1873,FLNG,FLEX LNG Ltd.,1.37B,25.4,354.55M
1874,FLNT,"Fluent, Inc.",47.48M,2.3,243.85M
1875,FLO,"Flowers Foods, Inc.",3.45B,16.35,5.08B
1876,FLOC,Flowco Holdings Inc.,1.45B,16.05,760.92M
1877,FLR,Fluor Corporation,6.77B,41.89,16.31B
1878,FLS,Flowserve Corporation,6.82B,52.14,4.65B
1879,FLUT,Flutter Entertainment plc,49.39B,280.59,14.89B
1880,FLUX,"Flux Power Holdings, Inc.",25.67M,1.52,63.07M
1881,FLWS,"1-800-FLOWERS.COM, Inc.",352.14M,5.54,1.71B
1882,FLX,BingEx Limited,212.94M,3.2,595.49M
1883,FLXS,"Flexsteel Industries, Inc.",180.71M,34.27,437.28M
1884,FLY,Firefly Aerospace Inc.,7.21B,50.17,108.33M
1885,FLYE,"Fly-E Group, Inc.",123.42M,6.82,25.43M
1886,FLYW,Flywire Corporation,1.44B,11.79,539.71M
1887,FLYX,"flyExclusive, Inc.",182.70M,2.28,335.43M
1888,FLYY,"Spirit Aviation Holdings, Inc.",96.01M,3.71,4.66B
1889,FMAO,"Farmers & Merchants Bancorp, Inc.",327.89M,24.17,108.63M
1890,FMBH,"First Mid Bancshares, Inc.",894.30M,37.28,328.48M
1891,FMC,FMC Corporation,4.47B,35.79,4.13B
1892,FMFC,Kandal M Venture Limited,138.17M,7.55,17.19M
1893,FMNB,Farmers National Banc Corp.,507.78M,13.56,169.44M
1894,FMS,Fresenius Medical Care AG,14.09B,24.07,22.92B
1895,FMST,Foremost Clean Energy Ltd.,34.06M,2.8,-
1896,FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",28.96B,86.86,43.11B
1897,FN,Fabrinet,12.33B,343.99,3.26B
1898,FNB,F.N.B. Corporation,5.37B,14.94,1.55B
1899,FND,"Floor & Decor Holdings, Inc.",8.57B,79.6,4.60B
1900,FNF,"Fidelity National Financial, Inc.",15.84B,58.25,13.62B
1901,FNGR,"FingerMotion, Inc.",84.36M,1.42,35.69M
1902,FNKO,"Funko, Inc.",136.20M,2.46,970.70M
1903,FNLC,"The First Bancorp, Inc.",283.73M,25.32,85.45M
1904,FNV,Franco-Nevada Corporation,33.08B,171.59,1.21B
1905,FNWB,First Northwest Bancorp,68.00M,7.75,49.47M
1906,FNWD,Finward Bancorp,121.53M,28.1,63.78M
1907,FOA,Finance of America Companies Inc.,272.66M,24.61,527.52M
1908,FOLD,"Amicus Therapeutics, Inc.",2.08B,6.77,571.16M
1909,FONR,FONAR Corporation,97.59M,15.5,103.02M
1910,FOR,Forestar Group Inc.,1.32B,26,1.54B
1911,FORA,Forian Inc.,59.28M,1.9,22.33M
1912,FORD,"Forward Industries, Inc.",18.24M,14.22,27.73M
1913,FORL,Four Leaf Acquisition Corporation,48.69M,11.94,-
1914,FORM,"FormFactor, Inc.",2.20B,28.58,764.55M
1915,FORR,"Forrester Research, Inc.",190.45M,9.9,412.10M
1916,FORTY,Formula Systems (1985) Ltd.,1.68B,109.45,2.81B
1917,FOSL,"Fossil Group, Inc.",89.57M,1.67,1.12B
1918,FOUR,"Shift4 Payments, Inc.",7.22B,81.61,3.61B
1919,FOX,Fox Corporation,22.93B,49.21,16.30B
1920,FOXA,Fox Corporation,24.07B,54.02,16.30B
1921,FOXF,Fox Factory Holding Corp.,1.17B,28.07,1.44B
1922,FOXO,FOXO Technologies Inc.,1.10M,0.109,7.21M
1923,FOXX,Foxx Development Holdings Inc.,42.31M,6.24,53.87M
1924,FPAY,"FlexShopper, Inc.",17.74M,0.721,139.80M
1925,FPH,"Five Point Holdings, LLC",799.28M,5.36,197.43M
1926,FPI,Farmland Partners Inc.,486.51M,10.91,55.00M
1927,FR,"First Industrial Realty Trust, Inc.",6.56B,48.05,700.53M
1928,FRAF,Franklin Financial Services Corporation,180.02M,40.15,75.00M
1929,FRBA,First Bank,376.82M,15.03,131.20M
1930,FRD,"Friedman Industries, Incorporated",113.23M,16.12,464.83M
1931,FRGE,"Forge Global Holdings, Inc.",294.36M,21.84,90.84M
1932,FRGT,"Freight Technologies, Inc.",14.39M,1.56,13.54M
1933,FRHC,Freedom Holding Corp.,10.91B,178.29,1.59B
1934,FRME,First Merchants Corporation,2.17B,37.54,638.72M
1935,FRO,Frontline plc,4.26B,19.14,1.90B
1936,FROG,JFrog Ltd.,5.00B,43.62,474.76M
1937,FRPH,"FRP Holdings, Inc.",496.55M,25.6,32.29M
1938,FRPT,"Freshpet, Inc.",3.06B,62.74,1.04B
1939,FRSH,Freshworks Inc.,3.68B,12.63,782.10M
1940,FRST,Primis Financial Corp.,275.91M,11.21,134.78M
1941,FRSX,Foresight Autonomous Holdings Ltd.,10.63M,0.359,436.00K
1942,FRT,Federal Realty Investment Trust,7.92B,91.3,1.24B
1943,FSBC,Five Star Bancorp,636.56M,29.8,132.13M
1944,FSBW,"FS Bancorp, Inc.",288.90M,38.44,139.68M
1945,FSEA,"First Seacoast Bancorp, Inc.",54.21M,11.46,14.10M
1946,FSFG,"First Savings Financial Group, Inc.",177.36M,25.59,79.67M
1947,FSHP,Flag Ship Acquisition Corporation,92.97M,10.49,-
1948,FSI,"Flexible Solutions International, Inc.",69.93M,5.53,36.48M
1949,FSK,FS KKR Capital Corp.,5.01B,17.89,1.65B
1950,FSLR,"First Solar, Inc.",19.80B,184.65,4.34B
1951,FSLY,"Fastly, Inc.",1.03B,6.99,570.97M
1952,FSM,Fortuna Mining Corp.,2.02B,6.59,1.19B
1953,FSP,Franklin Street Properties Corp.,163.83M,1.58,111.88M
1954,FSS,Federal Signal Corporation,7.62B,125.39,1.97B
1955,FSTR,L.B. Foster Company,233.15M,22.08,504.24M
1956,FSUN,FirstSun Capital Bancorp,973.65M,35.07,380.54M
1957,FSV,FirstService Corporation,9.01B,197.54,5.43B
1958,FTAI,FTAI Aviation Ltd.,13.96B,136.06,2.14B
1959,FTCI,"FTC Solar, Inc.",67.98M,4.6,64.13M
1960,FTDR,"Frontdoor, Inc.",4.00B,54.9,1.97B
1961,FTEK,"Fuel Tech, Inc.",93.22M,3,25.07M
1962,FTEL,Fitell Corporation,10.18M,0.484,4.99M
1963,FTFT,Future FinTech Group Inc.,6.52M,1.89,2.03M
1964,FTHM,Fathom Holdings Inc.,36.39M,1.31,357.82M
1965,FTI,TechnipFMC plc,14.37B,34.95,9.50B
1966,FTK,"Flotek Industries, Inc.",409.94M,13.8,214.21M
1967,FTLF,"FitLife Brands, Inc.",136.36M,14.52,63.86M
1968,FTNT,"Fortinet, Inc.",56.94B,74.39,6.34B
1969,FTRE,Fortrea Holdings Inc.,597.46M,6.58,2.73B
1970,FTRK,Fast Track Group,10.58M,0.485,751.20K
1971,FTS,Fortis Inc.,25.51B,50.8,8.71B
1972,FTV,Fortive Corporation,15.94B,47.1,6.15B
1973,FUBO,fuboTV Inc.,1.26B,3.68,1.63B
1974,FUFU,BitFuFu Inc.,645.90M,3.96,396.96M
1975,FUL,H.B. Fuller Company,3.03B,56.21,3.53B
1976,FULC,"Fulcrum Therapeutics, Inc.",351.05M,6.49,80.00M
1977,FULT,Fulton Financial Corporation,3.24B,17.79,1.21B
1978,FUN,Six Flags Entertainment Corporation,2.41B,23.79,3.17B
1979,FUNC,First United Corporation,212.76M,32.76,81.45M
1980,FURY,Fury Gold Mines Limited,87.32M,0.503,-
1981,FUSB,"First US Bancshares, Inc.",73.95M,12.85,36.05M
1982,FUTU,Futu Holdings Limited,22.40B,160.92,1.79B
1983,FVCB,"FVCBankcorp, Inc.",222.54M,12.35,62.78M
1984,FVN,Future Vision II Acquisition Corp.,78.38M,10.39,-
1985,FVR,"FrontView REIT, Inc.",362.07M,12.32,60.90M
1986,FVRR,Fiverr International Ltd.,801.81M,21.71,419.13M
1987,FWONA,Formula One Group,23.68B,85.97,3.87B
1988,FWRD,Forward Air Corporation,920.30M,30.18,2.55B
1989,FWRG,"First Watch Restaurant Group, Inc.",1.08B,17.66,1.11B
1990,FXNC,First National Corporation,191.47M,21.3,72.06M
1991,FYBR,"Frontier Communications Parent, Inc.",9.16B,36.58,6.05B
1992,G,Genpact Limited,7.59B,43.54,4.93B
1993,GABC,"German American Bancorp, Inc.",1.43B,38.21,281.09M
1994,GAIA,"Gaia, Inc.",103.53M,4.13,92.89M
1995,GAIN,Gladstone Investment Corporation,527.23M,14.28,93.66M
1996,GALT,Galectin Therapeutics Inc.,262.66M,4.15,-
1997,GAMB,Gambling.com Group Limited,354.25M,9.95,138.60M
